avg.22.temp,doy,month.day,depth,HW,dummy_date
5.108238794,49,18-Feb,GAK1 50 to 115 m,After,2/18/2000
5.097556345,50,19-Feb,GAK1 50 to 115 m,After,2/19/2000
5.071593198,51,20-Feb,GAK1 50 to 115 m,After,2/20/2000
5.045245186,52,21-Feb,GAK1 50 to 115 m,After,2/21/2000
5.024961016,53,22-Feb,GAK1 50 to 115 m,After,2/22/2000
5.010313999,54,23-Feb,GAK1 50 to 115 m,After,2/23/2000
4.994238557,55,24-Feb,GAK1 50 to 115 m,After,2/24/2000
4.980420376,56,25-Feb,GAK1 50 to 115 m,After,2/25/2000
4.957236269,57,26-Feb,GAK1 50 to 115 m,After,2/26/2000
4.938127762,58,27-Feb,GAK1 50 to 115 m,After,2/27/2000
4.915889126,59,28-Feb,GAK1 50 to 115 m,After,2/28/2000
4.89137279,60,1-Mar,GAK1 50 to 115 m,After,2/29/2000
4.861947759,61,2-Mar,GAK1 50 to 115 m,After,3/1/2000
4.829686632,62,3-Mar,GAK1 50 to 115 m,After,3/2/2000
4.794075758,63,4-Mar,GAK1 50 to 115 m,After,3/3/2000
4.764432923,64,5-Mar,GAK1 50 to 115 m,After,3/4/2000
4.73742732,65,6-Mar,GAK1 50 to 115 m,After,3/5/2000
4.719655066,66,7-Mar,GAK1 50 to 115 m,After,3/6/2000
4.705851326,67,8-Mar,GAK1 50 to 115 m,After,3/7/2000
4.693963699,68,9-Mar,GAK1 50 to 115 m,After,3/8/2000
4.684129025,69,10-Mar,GAK1 50 to 115 m,After,3/9/2000
4.668462358,70,11-Mar,GAK1 50 to 115 m,After,3/10/2000
4.649693024,71,12-Mar,GAK1 50 to 115 m,After,3/11/2000
4.618028172,72,13-Mar,GAK1 50 to 115 m,After,3/12/2000
4.594119871,73,14-Mar,GAK1 50 to 115 m,After,3/13/2000
4.574099353,74,15-Mar,GAK1 50 to 115 m,After,3/14/2000
4.54854435,75,16-Mar,GAK1 50 to 115 m,After,3/15/2000
4.52267077,76,17-Mar,GAK1 50 to 115 m,After,3/16/2000
4.497144492,77,18-Mar,GAK1 50 to 115 m,After,3/17/2000
4.467930082,78,19-Mar,GAK1 50 to 115 m,After,3/18/2000
4.443514915,79,20-Mar,GAK1 50 to 115 m,After,3/19/2000
4.412383128,80,21-Mar,GAK1 50 to 115 m,After,3/20/2000
4.389054056,81,22-Mar,GAK1 50 to 115 m,After,3/21/2000
4.369270281,82,23-Mar,GAK1 50 to 115 m,After,3/22/2000
4.356075521,83,24-Mar,GAK1 50 to 115 m,After,3/23/2000
4.350338542,84,25-Mar,GAK1 50 to 115 m,After,3/24/2000
4.348299006,85,26-Mar,GAK1 50 to 115 m,After,3/25/2000
4.344752367,86,27-Mar,GAK1 50 to 115 m,After,3/26/2000
4.3419128,87,28-Mar,GAK1 50 to 115 m,After,3/27/2000
4.337424085,88,29-Mar,GAK1 50 to 115 m,After,3/28/2000
4.335444064,89,30-Mar,GAK1 50 to 115 m,After,3/29/2000
4.33471243,90,31-Mar,GAK1 50 to 115 m,After,3/30/2000
4.32936973,91,1-Apr,GAK1 50 to 115 m,After,3/31/2000
4.319750638,92,2-Apr,GAK1 50 to 115 m,After,4/1/2000
4.31193399,93,3-Apr,GAK1 50 to 115 m,After,4/2/2000
4.315378277,94,4-Apr,GAK1 50 to 115 m,After,4/3/2000
4.321026872,95,5-Apr,GAK1 50 to 115 m,After,4/4/2000
4.327576348,96,6-Apr,GAK1 50 to 115 m,After,4/5/2000
4.335637402,97,7-Apr,GAK1 50 to 115 m,After,4/6/2000
4.343776054,98,8-Apr,GAK1 50 to 115 m,After,4/7/2000
4.352413838,99,9-Apr,GAK1 50 to 115 m,After,4/8/2000
4.359820517,100,10-Apr,GAK1 50 to 115 m,After,4/9/2000
4.361964851,101,11-Apr,GAK1 50 to 115 m,After,4/10/2000
4.37038845,102,12-Apr,GAK1 50 to 115 m,After,4/11/2000
4.373797226,103,13-Apr,GAK1 50 to 115 m,After,4/12/2000
4.38069866,104,14-Apr,GAK1 50 to 115 m,After,4/13/2000
4.389664648,105,15-Apr,GAK1 50 to 115 m,After,4/14/2000
4.398276733,106,16-Apr,GAK1 50 to 115 m,After,4/15/2000
4.406505821,107,17-Apr,GAK1 50 to 115 m,After,4/16/2000
4.413074761,108,18-Apr,GAK1 50 to 115 m,After,4/17/2000
4.4168714,109,19-Apr,GAK1 50 to 115 m,After,4/18/2000
4.418296131,110,20-Apr,GAK1 50 to 115 m,After,4/19/2000
4.422286806,111,21-Apr,GAK1 50 to 115 m,After,4/20/2000
4.425638014,112,22-Apr,GAK1 50 to 115 m,After,4/21/2000
4.429962354,113,23-Apr,GAK1 50 to 115 m,After,4/22/2000
4.438965205,114,24-Apr,GAK1 50 to 115 m,After,4/23/2000
4.443128917,115,25-Apr,GAK1 50 to 115 m,After,4/24/2000
4.447982383,116,26-Apr,GAK1 50 to 115 m,After,4/25/2000
4.452303032,117,27-Apr,GAK1 50 to 115 m,After,4/26/2000
4.45783831,118,28-Apr,GAK1 50 to 115 m,After,4/27/2000
4.465059296,119,29-Apr,GAK1 50 to 115 m,After,4/28/2000
4.479237044,120,30-Apr,GAK1 50 to 115 m,After,4/29/2000
4.497798882,121,1-May,GAK1 50 to 115 m,After,4/30/2000
4.513153567,122,2-May,GAK1 50 to 115 m,After,5/1/2000
4.536205585,123,3-May,GAK1 50 to 115 m,After,5/2/2000
4.56361309,124,4-May,GAK1 50 to 115 m,After,5/3/2000
4.589473416,125,5-May,GAK1 50 to 115 m,After,5/4/2000
4.609694511,126,6-May,GAK1 50 to 115 m,After,5/5/2000
4.634035545,127,7-May,GAK1 50 to 115 m,After,5/6/2000
4.65839226,128,8-May,GAK1 50 to 115 m,After,5/7/2000
4.685993586,129,9-May,GAK1 50 to 115 m,After,5/8/2000
4.717169088,130,10-May,GAK1 50 to 115 m,After,5/9/2000
4.75573256,131,11-May,GAK1 50 to 115 m,After,5/10/2000
4.792569429,132,12-May,GAK1 50 to 115 m,After,5/11/2000
4.826075742,133,13-May,GAK1 50 to 115 m,After,5/12/2000
4.85604534,134,14-May,GAK1 50 to 115 m,After,5/13/2000
4.884111523,135,15-May,GAK1 50 to 115 m,After,5/14/2000
4.910013511,136,16-May,GAK1 50 to 115 m,After,5/15/2000
4.936922129,137,17-May,GAK1 50 to 115 m,After,5/16/2000
4.964540373,138,18-May,GAK1 50 to 115 m,After,5/17/2000
4.989600734,139,19-May,GAK1 50 to 115 m,After,5/18/2000
5.011239859,140,20-May,GAK1 50 to 115 m,After,5/19/2000
5.032408858,141,21-May,GAK1 50 to 115 m,After,5/20/2000
5.059023552,142,22-May,GAK1 50 to 115 m,After,5/21/2000
5.084159963,143,23-May,GAK1 50 to 115 m,After,5/22/2000
5.112664222,144,24-May,GAK1 50 to 115 m,After,5/23/2000
5.139448504,145,25-May,GAK1 50 to 115 m,After,5/24/2000
5.158308197,146,26-May,GAK1 50 to 115 m,After,5/25/2000
5.177188718,147,27-May,GAK1 50 to 115 m,After,5/26/2000
5.198995718,148,28-May,GAK1 50 to 115 m,After,5/27/2000
5.216910445,149,29-May,GAK1 50 to 115 m,After,5/28/2000
5.238079429,150,30-May,GAK1 50 to 115 m,After,5/29/2000
5.259954823,151,31-May,GAK1 50 to 115 m,After,5/30/2000
5.277936075,152,1-Jun,GAK1 50 to 115 m,After,5/31/2000
5.291664191,153,2-Jun,GAK1 50 to 115 m,After,6/1/2000
5.314494999,154,3-Jun,GAK1 50 to 115 m,After,6/2/2000
5.346554816,155,4-Jun,GAK1 50 to 115 m,After,6/3/2000
5.376226138,156,5-Jun,GAK1 50 to 115 m,After,6/4/2000
5.403158193,157,6-Jun,GAK1 50 to 115 m,After,6/5/2000
5.430279405,158,7-Jun,GAK1 50 to 115 m,After,6/6/2000
5.458217142,159,8-Jun,GAK1 50 to 115 m,After,6/7/2000
5.486612067,160,9-Jun,GAK1 50 to 115 m,After,6/8/2000
5.526025328,161,10-Jun,GAK1 50 to 115 m,After,6/9/2000
5.574752285,162,11-Jun,GAK1 50 to 115 m,After,6/10/2000
5.619052589,163,12-Jun,GAK1 50 to 115 m,After,6/11/2000
5.652653927,164,13-Jun,GAK1 50 to 115 m,After,6/12/2000
5.682360666,165,14-Jun,GAK1 50 to 115 m,After,6/13/2000
5.707357985,166,15-Jun,GAK1 50 to 115 m,After,6/14/2000
5.734195796,167,16-Jun,GAK1 50 to 115 m,After,6/15/2000
5.759314397,168,17-Jun,GAK1 50 to 115 m,After,6/16/2000
5.781424773,169,18-Jun,GAK1 50 to 115 m,After,6/17/2000
5.811687523,170,19-Jun,GAK1 50 to 115 m,After,6/18/2000
5.839279086,171,20-Jun,GAK1 50 to 115 m,After,6/19/2000
5.859223694,172,21-Jun,GAK1 50 to 115 m,After,6/20/2000
5.882595682,173,22-Jun,GAK1 50 to 115 m,After,6/21/2000
5.906885176,174,23-Jun,GAK1 50 to 115 m,After,6/22/2000
5.9219663,175,24-Jun,GAK1 50 to 115 m,After,6/23/2000
5.94143797,176,25-Jun,GAK1 50 to 115 m,After,6/24/2000
5.957416347,177,26-Jun,GAK1 50 to 115 m,After,6/25/2000
5.978766288,178,27-Jun,GAK1 50 to 115 m,After,6/26/2000
5.997446466,179,28-Jun,GAK1 50 to 115 m,After,6/27/2000
6.013771904,180,29-Jun,GAK1 50 to 115 m,After,6/28/2000
6.028496632,181,30-Jun,GAK1 50 to 115 m,After,6/29/2000
6.037911595,182,1-Jul,GAK1 50 to 115 m,After,6/30/2000
6.039053974,183,2-Jul,GAK1 50 to 115 m,After,7/1/2000
6.030777948,184,3-Jul,GAK1 50 to 115 m,After,7/2/2000
6.027594361,185,4-Jul,GAK1 50 to 115 m,After,7/3/2000
6.029565186,186,5-Jul,GAK1 50 to 115 m,After,7/4/2000
6.030997301,187,6-Jul,GAK1 50 to 115 m,After,7/5/2000
6.049082291,188,7-Jul,GAK1 50 to 115 m,After,7/6/2000
6.074493091,189,8-Jul,GAK1 50 to 115 m,After,7/7/2000
6.10493393,190,9-Jul,GAK1 50 to 115 m,After,7/8/2000
6.135170934,191,10-Jul,GAK1 50 to 115 m,After,7/9/2000
6.153741991,192,11-Jul,GAK1 50 to 115 m,After,7/10/2000
6.173131567,193,12-Jul,GAK1 50 to 115 m,After,7/11/2000
6.199536707,194,13-Jul,GAK1 50 to 115 m,After,7/12/2000
6.224598588,195,14-Jul,GAK1 50 to 115 m,After,7/13/2000
6.25146175,196,15-Jul,GAK1 50 to 115 m,After,7/14/2000
6.277952032,197,16-Jul,GAK1 50 to 115 m,After,7/15/2000
6.281967184,198,17-Jul,GAK1 50 to 115 m,After,7/16/2000
6.281166284,199,18-Jul,GAK1 50 to 115 m,After,7/17/2000
6.281842306,200,19-Jul,GAK1 50 to 115 m,After,7/18/2000
6.286197895,201,20-Jul,GAK1 50 to 115 m,After,7/19/2000
6.296906785,202,21-Jul,GAK1 50 to 115 m,After,7/20/2000
6.309486586,203,22-Jul,GAK1 50 to 115 m,After,7/21/2000
6.332452936,204,23-Jul,GAK1 50 to 115 m,After,7/22/2000
6.360441476,205,24-Jul,GAK1 50 to 115 m,After,7/23/2000
6.386267297,206,25-Jul,GAK1 50 to 115 m,After,7/24/2000
6.413766225,207,26-Jul,GAK1 50 to 115 m,After,7/25/2000
6.434367922,208,27-Jul,GAK1 50 to 115 m,After,7/26/2000
6.447900497,209,28-Jul,GAK1 50 to 115 m,After,7/27/2000
6.446186955,210,29-Jul,GAK1 50 to 115 m,After,7/28/2000
6.437466627,211,30-Jul,GAK1 50 to 115 m,After,7/29/2000
6.427385188,212,31-Jul,GAK1 50 to 115 m,After,7/30/2000
6.418304222,213,1-Aug,GAK1 50 to 115 m,After,7/31/2000
6.412182773,214,2-Aug,GAK1 50 to 115 m,After,8/1/2000
6.406754742,215,3-Aug,GAK1 50 to 115 m,After,8/2/2000
6.399665254,216,4-Aug,GAK1 50 to 115 m,After,8/3/2000
6.386753953,217,5-Aug,GAK1 50 to 115 m,After,8/4/2000
6.368291954,218,6-Aug,GAK1 50 to 115 m,After,8/5/2000
6.357357306,219,7-Aug,GAK1 50 to 115 m,After,8/6/2000
6.354513241,220,8-Aug,GAK1 50 to 115 m,After,8/7/2000
6.351818717,221,9-Aug,GAK1 50 to 115 m,After,8/8/2000
6.35485415,222,10-Aug,GAK1 50 to 115 m,After,8/9/2000
6.361662133,223,11-Aug,GAK1 50 to 115 m,After,8/10/2000
6.36208677,224,12-Aug,GAK1 50 to 115 m,After,8/11/2000
6.368696675,225,13-Aug,GAK1 50 to 115 m,After,8/12/2000
6.377990354,226,14-Aug,GAK1 50 to 115 m,After,8/13/2000
6.382882478,227,15-Aug,GAK1 50 to 115 m,After,8/14/2000
6.392563349,228,16-Aug,GAK1 50 to 115 m,After,8/15/2000
6.396011266,229,17-Aug,GAK1 50 to 115 m,After,8/16/2000
6.411471572,230,18-Aug,GAK1 50 to 115 m,After,8/17/2000
6.43774465,231,19-Aug,GAK1 50 to 115 m,After,8/18/2000
6.46453687,232,20-Aug,GAK1 50 to 115 m,After,8/19/2000
6.489758855,233,21-Aug,GAK1 50 to 115 m,After,8/20/2000
6.52032609,234,22-Aug,GAK1 50 to 115 m,After,8/21/2000
6.543546707,235,23-Aug,GAK1 50 to 115 m,After,8/22/2000
6.565223901,236,24-Aug,GAK1 50 to 115 m,After,8/23/2000
6.591239842,237,25-Aug,GAK1 50 to 115 m,After,8/24/2000
6.618839432,238,26-Aug,GAK1 50 to 115 m,After,8/25/2000
6.638466562,239,27-Aug,GAK1 50 to 115 m,After,8/26/2000
6.660940284,240,28-Aug,GAK1 50 to 115 m,After,8/27/2000
6.680702037,241,29-Aug,GAK1 50 to 115 m,After,8/28/2000
6.714332077,242,30-Aug,GAK1 50 to 115 m,After,8/29/2000
6.748126742,243,31-Aug,GAK1 50 to 115 m,After,8/30/2000
6.781697055,244,1-Sep,GAK1 50 to 115 m,After,8/31/2000
6.819131173,245,2-Sep,GAK1 50 to 115 m,After,9/1/2000
6.863343441,246,3-Sep,GAK1 50 to 115 m,After,9/2/2000
6.903090544,247,4-Sep,GAK1 50 to 115 m,After,9/3/2000
6.927472449,248,5-Sep,GAK1 50 to 115 m,After,9/4/2000
6.939788816,249,6-Sep,GAK1 50 to 115 m,After,9/5/2000
6.956610391,250,7-Sep,GAK1 50 to 115 m,After,9/6/2000
6.97760976,251,8-Sep,GAK1 50 to 115 m,After,9/7/2000
6.984202326,252,9-Sep,GAK1 50 to 115 m,After,9/8/2000
6.988606682,253,10-Sep,GAK1 50 to 115 m,After,9/9/2000
7.007133355,254,11-Sep,GAK1 50 to 115 m,After,9/10/2000
7.028882171,255,12-Sep,GAK1 50 to 115 m,After,9/11/2000
7.041327247,256,13-Sep,GAK1 50 to 115 m,After,9/12/2000
7.065683808,257,14-Sep,GAK1 50 to 115 m,After,9/13/2000
7.098096102,258,15-Sep,GAK1 50 to 115 m,After,9/14/2000
7.119382087,259,16-Sep,GAK1 50 to 115 m,After,9/15/2000
7.1383637,260,17-Sep,GAK1 50 to 115 m,After,9/16/2000
7.176128773,261,18-Sep,GAK1 50 to 115 m,After,9/17/2000
7.223176989,262,19-Sep,GAK1 50 to 115 m,After,9/18/2000
7.280628778,263,20-Sep,GAK1 50 to 115 m,After,9/19/2000
7.322302321,264,21-Sep,GAK1 50 to 115 m,After,9/20/2000
7.354842015,265,22-Sep,GAK1 50 to 115 m,After,9/21/2000
7.3606033,266,23-Sep,GAK1 50 to 115 m,After,9/22/2000
7.376401899,267,24-Sep,GAK1 50 to 115 m,After,9/23/2000
7.38255161,268,25-Sep,GAK1 50 to 115 m,After,9/24/2000
7.389876973,269,26-Sep,GAK1 50 to 115 m,After,9/25/2000
7.406654672,270,27-Sep,GAK1 50 to 115 m,After,9/26/2000
7.431161458,271,28-Sep,GAK1 50 to 115 m,After,9/27/2000
7.455131392,272,29-Sep,GAK1 50 to 115 m,After,9/28/2000
7.484636995,273,30-Sep,GAK1 50 to 115 m,After,9/29/2000
7.507533144,274,1-Oct,GAK1 50 to 115 m,After,9/30/2000
7.539384628,275,2-Oct,GAK1 50 to 115 m,After,10/1/2000
7.572032276,276,3-Oct,GAK1 50 to 115 m,After,10/2/2000
7.614564473,277,4-Oct,GAK1 50 to 115 m,After,10/3/2000
7.661021544,278,5-Oct,GAK1 50 to 115 m,After,10/4/2000
7.702496291,279,6-Oct,GAK1 50 to 115 m,After,10/5/2000
7.751137074,280,7-Oct,GAK1 50 to 115 m,After,10/6/2000
7.800926689,281,8-Oct,GAK1 50 to 115 m,After,10/7/2000
7.838674321,282,9-Oct,GAK1 50 to 115 m,After,10/8/2000
7.881339331,283,10-Oct,GAK1 50 to 115 m,After,10/9/2000
7.909247159,284,11-Oct,GAK1 50 to 115 m,After,10/10/2000
7.933849037,285,12-Oct,GAK1 50 to 115 m,After,10/11/2000
7.969101484,286,13-Oct,GAK1 50 to 115 m,After,10/12/2000
8.008412169,287,14-Oct,GAK1 50 to 115 m,After,10/13/2000
8.069554845,288,15-Oct,GAK1 50 to 115 m,After,10/14/2000
8.116549637,289,16-Oct,GAK1 50 to 115 m,After,10/15/2000
8.184363715,290,17-Oct,GAK1 50 to 115 m,After,10/16/2000
8.259508996,291,18-Oct,GAK1 50 to 115 m,After,10/17/2000
8.330599669,292,19-Oct,GAK1 50 to 115 m,After,10/18/2000
8.401294902,293,20-Oct,GAK1 50 to 115 m,After,10/19/2000
8.478959122,294,21-Oct,GAK1 50 to 115 m,After,10/20/2000
8.543491556,295,22-Oct,GAK1 50 to 115 m,After,10/21/2000
8.615566761,296,23-Oct,GAK1 50 to 115 m,After,10/22/2000
8.678865057,297,24-Oct,GAK1 50 to 115 m,After,10/23/2000
8.732430556,298,25-Oct,GAK1 50 to 115 m,After,10/24/2000
8.76950797,299,26-Oct,GAK1 50 to 115 m,After,10/25/2000
8.803783065,300,27-Oct,GAK1 50 to 115 m,After,10/26/2000
8.840417377,301,28-Oct,GAK1 50 to 115 m,After,10/27/2000
8.862388652,302,29-Oct,GAK1 50 to 115 m,After,10/28/2000
8.89615917,303,30-Oct,GAK1 50 to 115 m,After,10/29/2000
8.946448864,304,31-Oct,GAK1 50 to 115 m,After,10/30/2000
8.97324053,305,1-Nov,GAK1 50 to 115 m,After,10/31/2000
9.009281802,306,2-Nov,GAK1 50 to 115 m,After,11/1/2000
9.038555319,307,3-Nov,GAK1 50 to 115 m,After,11/2/2000
9.059181345,308,4-Nov,GAK1 50 to 115 m,After,11/3/2000
9.079981771,309,5-Nov,GAK1 50 to 115 m,After,11/4/2000
9.098460543,310,6-Nov,GAK1 50 to 115 m,After,11/5/2000
9.119468277,311,7-Nov,GAK1 50 to 115 m,After,11/6/2000
9.125929924,312,8-Nov,GAK1 50 to 115 m,After,11/7/2000
9.125858349,313,9-Nov,GAK1 50 to 115 m,After,11/8/2000
9.126267045,314,10-Nov,GAK1 50 to 115 m,After,11/9/2000
9.131810764,315,11-Nov,GAK1 50 to 115 m,After,11/10/2000
9.122884785,316,12-Nov,GAK1 50 to 115 m,After,11/11/2000
9.119708254,317,13-Nov,GAK1 50 to 115 m,After,11/12/2000
9.116401752,318,14-Nov,GAK1 50 to 115 m,After,11/13/2000
9.113517598,319,15-Nov,GAK1 50 to 115 m,After,11/14/2000
9.105460622,320,16-Nov,GAK1 50 to 115 m,After,11/15/2000
9.099692551,321,17-Nov,GAK1 50 to 115 m,After,11/16/2000
9.090928583,322,18-Nov,GAK1 50 to 115 m,After,11/17/2000
9.076725852,323,19-Nov,GAK1 50 to 115 m,After,11/18/2000
9.064666509,324,20-Nov,GAK1 50 to 115 m,After,11/19/2000
9.038279672,325,21-Nov,GAK1 50 to 115 m,After,11/20/2000
8.996291351,326,22-Nov,GAK1 50 to 115 m,After,11/21/2000
8.955383759,327,23-Nov,GAK1 50 to 115 m,After,11/22/2000
8.904844776,328,24-Nov,GAK1 50 to 115 m,After,11/23/2000
8.866040483,329,25-Nov,GAK1 50 to 115 m,After,11/24/2000
8.823804293,330,26-Nov,GAK1 50 to 115 m,After,11/25/2000
8.790214252,331,27-Nov,GAK1 50 to 115 m,After,11/26/2000
8.74936774,332,28-Nov,GAK1 50 to 115 m,After,11/27/2000
8.699134706,333,29-Nov,GAK1 50 to 115 m,After,11/28/2000
8.650703598,334,30-Nov,GAK1 50 to 115 m,After,11/29/2000
8.593493134,335,1-Dec,GAK1 50 to 115 m,After,11/30/2000
8.533298927,336,2-Dec,GAK1 50 to 115 m,After,12/1/2000
8.474904277,337,3-Dec,GAK1 50 to 115 m,After,12/2/2000
8.409246607,338,4-Dec,GAK1 50 to 115 m,After,12/3/2000
8.345255997,339,5-Dec,GAK1 50 to 115 m,After,12/4/2000
8.282683239,340,6-Dec,GAK1 50 to 115 m,After,12/5/2000
8.223990215,341,7-Dec,GAK1 50 to 115 m,After,12/6/2000
8.160778804,342,8-Dec,GAK1 50 to 115 m,After,12/7/2000
8.09499053,343,9-Dec,GAK1 50 to 115 m,After,12/8/2000
8.031182055,344,10-Dec,GAK1 50 to 115 m,After,12/9/2000
7.971628314,345,11-Dec,GAK1 50 to 115 m,After,12/10/2000
7.906612295,346,12-Dec,GAK1 50 to 115 m,After,12/11/2000
7.837580808,347,13-Dec,GAK1 50 to 115 m,After,12/12/2000
7.77580011,348,14-Dec,GAK1 50 to 115 m,After,12/13/2000
7.723310843,349,15-Dec,GAK1 50 to 115 m,After,12/14/2000
7.673590672,350,16-Dec,GAK1 50 to 115 m,After,12/15/2000
7.613837595,351,17-Dec,GAK1 50 to 115 m,After,12/16/2000
7.56262571,352,18-Dec,GAK1 50 to 115 m,After,12/17/2000
7.508932686,353,19-Dec,GAK1 50 to 115 m,After,12/18/2000
7.461625789,354,20-Dec,GAK1 50 to 115 m,After,12/19/2000
7.41809012,355,21-Dec,GAK1 50 to 115 m,After,12/20/2000
7.366791193,356,22-Dec,GAK1 50 to 115 m,After,12/21/2000
7.320414457,357,23-Dec,GAK1 50 to 115 m,After,12/22/2000
7.265668166,358,24-Dec,GAK1 50 to 115 m,After,12/23/2000
7.201850379,359,25-Dec,GAK1 50 to 115 m,After,12/24/2000
7.134996133,360,26-Dec,GAK1 50 to 115 m,After,12/25/2000
7.070014994,361,27-Dec,GAK1 50 to 115 m,After,12/26/2000
7.011382813,362,28-Dec,GAK1 50 to 115 m,After,12/27/2000
6.951021938,363,29-Dec,GAK1 50 to 115 m,After,12/28/2000
6.892175032,364,30-Dec,GAK1 50 to 115 m,After,12/29/2000
6.838180082,365,31-Dec,GAK1 50 to 115 m,After,12/30/2000
6.974533933,1,1-Jan,GAK1 120 to 185 m,After,1/1/2000
6.950958333,2,2-Jan,GAK1 120 to 185 m,After,1/2/2000
6.934569602,3,3-Jan,GAK1 120 to 185 m,After,1/3/2000
6.918642203,4,4-Jan,GAK1 120 to 185 m,After,1/4/2000
6.900820865,5,5-Jan,GAK1 120 to 185 m,After,1/5/2000
6.875238163,6,6-Jan,GAK1 120 to 185 m,After,1/6/2000
6.842345802,7,7-Jan,GAK1 120 to 185 m,After,1/7/2000
6.815142992,8,8-Jan,GAK1 120 to 185 m,After,1/8/2000
6.78445202,9,9-Jan,GAK1 120 to 185 m,After,1/9/2000
6.755028567,10,10-Jan,GAK1 120 to 185 m,After,1/10/2000
6.727305398,11,11-Jan,GAK1 120 to 185 m,After,1/11/2000
6.701585701,12,12-Jan,GAK1 120 to 185 m,After,1/12/2000
6.665667456,13,13-Jan,GAK1 120 to 185 m,After,1/13/2000
6.622494318,14,14-Jan,GAK1 120 to 185 m,After,1/14/2000
6.580155303,15,15-Jan,GAK1 120 to 185 m,After,1/15/2000
6.540475537,16,16-Jan,GAK1 120 to 185 m,After,1/16/2000
6.505756313,17,17-Jan,GAK1 120 to 185 m,After,1/17/2000
6.462024779,18,18-Jan,GAK1 120 to 185 m,After,1/18/2000
6.414658933,19,19-Jan,GAK1 120 to 185 m,After,1/19/2000
6.381012311,20,20-Jan,GAK1 120 to 185 m,After,1/20/2000
6.351010732,21,21-Jan,GAK1 120 to 185 m,After,1/21/2000
6.313948548,22,22-Jan,GAK1 120 to 185 m,After,1/22/2000
6.277740372,23,23-Jan,GAK1 120 to 185 m,After,1/23/2000
6.246377841,24,24-Jan,GAK1 120 to 185 m,After,1/24/2000
