avg.22.temp,doy,month.day,depth,HW,dummy_date
5.960607325,63,4-Mar,GAK1 50 to 115 m,During,3/3/2000
5.947769428,64,5-Mar,GAK1 50 to 115 m,During,3/4/2000
5.934254431,65,6-Mar,GAK1 50 to 115 m,During,3/5/2000
5.928821197,66,7-Mar,GAK1 50 to 115 m,During,3/6/2000
5.922197288,67,8-Mar,GAK1 50 to 115 m,During,3/7/2000
5.912454872,68,9-Mar,GAK1 50 to 115 m,During,3/8/2000
5.90059347,69,10-Mar,GAK1 50 to 115 m,During,3/9/2000
5.88674365,70,11-Mar,GAK1 50 to 115 m,During,3/10/2000
5.866953185,71,12-Mar,GAK1 50 to 115 m,During,3/11/2000
5.852199752,72,13-Mar,GAK1 50 to 115 m,During,3/12/2000
5.82651597,73,14-Mar,GAK1 50 to 115 m,During,3/13/2000
5.799312065,74,15-Mar,GAK1 50 to 115 m,During,3/14/2000
5.781118698,75,16-Mar,GAK1 50 to 115 m,During,3/15/2000
5.764316282,76,17-Mar,GAK1 50 to 115 m,During,3/16/2000
5.747442652,77,18-Mar,GAK1 50 to 115 m,During,3/17/2000
5.730990025,78,19-Mar,GAK1 50 to 115 m,During,3/18/2000
5.712434096,79,20-Mar,GAK1 50 to 115 m,During,3/19/2000
5.690858917,80,21-Mar,GAK1 50 to 115 m,During,3/20/2000
5.665095683,81,22-Mar,GAK1 50 to 115 m,During,3/21/2000
5.649849691,82,23-Mar,GAK1 50 to 115 m,During,3/22/2000
5.632709687,83,24-Mar,GAK1 50 to 115 m,During,3/23/2000
5.616698556,84,25-Mar,GAK1 50 to 115 m,During,3/24/2000
5.601387083,85,26-Mar,GAK1 50 to 115 m,During,3/25/2000
5.586603817,86,27-Mar,GAK1 50 to 115 m,During,3/26/2000
5.569591663,87,28-Mar,GAK1 50 to 115 m,During,3/27/2000
5.557318284,88,29-Mar,GAK1 50 to 115 m,During,3/28/2000
5.547834972,89,30-Mar,GAK1 50 to 115 m,During,3/29/2000
5.538188367,90,31-Mar,GAK1 50 to 115 m,During,3/30/2000
5.533512168,91,1-Apr,GAK1 50 to 115 m,During,3/31/2000
5.532395627,92,2-Apr,GAK1 50 to 115 m,During,4/1/2000
5.532864016,93,3-Apr,GAK1 50 to 115 m,During,4/2/2000
5.535873708,94,4-Apr,GAK1 50 to 115 m,During,4/3/2000
5.543329244,95,5-Apr,GAK1 50 to 115 m,During,4/4/2000
5.554346428,96,6-Apr,GAK1 50 to 115 m,During,4/5/2000
5.563276455,97,7-Apr,GAK1 50 to 115 m,During,4/6/2000
5.572730275,98,8-Apr,GAK1 50 to 115 m,During,4/7/2000
5.583851768,99,9-Apr,GAK1 50 to 115 m,During,4/8/2000
5.592304109,100,10-Apr,GAK1 50 to 115 m,During,4/9/2000
5.598220879,101,11-Apr,GAK1 50 to 115 m,During,4/10/2000
5.603530523,102,12-Apr,GAK1 50 to 115 m,During,4/11/2000
5.612217475,103,13-Apr,GAK1 50 to 115 m,During,4/12/2000
5.621519316,104,14-Apr,GAK1 50 to 115 m,During,4/13/2000
5.627296451,105,15-Apr,GAK1 50 to 115 m,During,4/14/2000
5.632198203,106,16-Apr,GAK1 50 to 115 m,During,4/15/2000
5.637553985,107,17-Apr,GAK1 50 to 115 m,During,4/16/2000
5.642455324,108,18-Apr,GAK1 50 to 115 m,During,4/17/2000
5.651782129,109,19-Apr,GAK1 50 to 115 m,During,4/18/2000
5.663011435,110,20-Apr,GAK1 50 to 115 m,During,4/19/2000
5.673251979,111,21-Apr,GAK1 50 to 115 m,During,4/20/2000
5.684050247,112,22-Apr,GAK1 50 to 115 m,During,4/21/2000
5.696344572,113,23-Apr,GAK1 50 to 115 m,During,4/22/2000
5.708456063,114,24-Apr,GAK1 50 to 115 m,During,4/23/2000
5.721710995,115,25-Apr,GAK1 50 to 115 m,During,4/24/2000
5.733659698,116,26-Apr,GAK1 50 to 115 m,During,4/25/2000
5.745073887,117,27-Apr,GAK1 50 to 115 m,During,4/26/2000
5.755723786,118,28-Apr,GAK1 50 to 115 m,During,4/27/2000
5.766291786,119,29-Apr,GAK1 50 to 115 m,During,4/28/2000
5.780252949,120,30-Apr,GAK1 50 to 115 m,During,4/29/2000
5.794379084,121,1-May,GAK1 50 to 115 m,During,4/30/2000
5.812422379,122,2-May,GAK1 50 to 115 m,During,5/1/2000
5.834761145,123,3-May,GAK1 50 to 115 m,During,5/2/2000
5.853978713,124,4-May,GAK1 50 to 115 m,During,5/3/2000
5.872462688,125,5-May,GAK1 50 to 115 m,During,5/4/2000
5.891255247,126,6-May,GAK1 50 to 115 m,During,5/5/2000
5.909266433,127,7-May,GAK1 50 to 115 m,During,5/6/2000
5.924749743,128,8-May,GAK1 50 to 115 m,During,5/7/2000
5.941610259,129,9-May,GAK1 50 to 115 m,During,5/8/2000
5.958513515,130,10-May,GAK1 50 to 115 m,During,5/9/2000
5.974381425,131,11-May,GAK1 50 to 115 m,During,5/10/2000
5.990621712,132,12-May,GAK1 50 to 115 m,During,5/11/2000
6.008086294,133,13-May,GAK1 50 to 115 m,During,5/12/2000
6.030788403,134,14-May,GAK1 50 to 115 m,During,5/13/2000
6.05922582,135,15-May,GAK1 50 to 115 m,During,5/14/2000
6.084314713,136,16-May,GAK1 50 to 115 m,During,5/15/2000
6.109453289,137,17-May,GAK1 50 to 115 m,During,5/16/2000
6.13022682,138,18-May,GAK1 50 to 115 m,During,5/17/2000
6.152394078,139,19-May,GAK1 50 to 115 m,During,5/18/2000
6.175226453,140,20-May,GAK1 50 to 115 m,During,5/19/2000
6.195937707,141,21-May,GAK1 50 to 115 m,During,5/20/2000
6.218370444,142,22-May,GAK1 50 to 115 m,During,5/21/2000
6.238543842,143,23-May,GAK1 50 to 115 m,During,5/22/2000
6.256534574,144,24-May,GAK1 50 to 115 m,During,5/23/2000
6.273695541,145,25-May,GAK1 50 to 115 m,During,5/24/2000
6.299184415,146,26-May,GAK1 50 to 115 m,During,5/25/2000
6.326956157,147,27-May,GAK1 50 to 115 m,During,5/26/2000
6.347665517,148,28-May,GAK1 50 to 115 m,During,5/27/2000
6.367249015,149,29-May,GAK1 50 to 115 m,During,5/28/2000
6.395145262,150,30-May,GAK1 50 to 115 m,During,5/29/2000
6.415038965,151,31-May,GAK1 50 to 115 m,During,5/30/2000
6.43647429,152,1-Jun,GAK1 50 to 115 m,During,5/31/2000
6.458515057,153,2-Jun,GAK1 50 to 115 m,During,6/1/2000
6.481293179,154,3-Jun,GAK1 50 to 115 m,During,6/2/2000
6.502326572,155,4-Jun,GAK1 50 to 115 m,During,6/3/2000
6.523685474,156,5-Jun,GAK1 50 to 115 m,During,6/4/2000
6.538109039,157,6-Jun,GAK1 50 to 115 m,During,6/5/2000
6.553184571,158,7-Jun,GAK1 50 to 115 m,During,6/6/2000
6.571922811,159,8-Jun,GAK1 50 to 115 m,During,6/7/2000
6.600559395,160,9-Jun,GAK1 50 to 115 m,During,6/8/2000
6.628615029,161,10-Jun,GAK1 50 to 115 m,During,6/9/2000
6.657305955,162,11-Jun,GAK1 50 to 115 m,During,6/10/2000
6.69087077,163,12-Jun,GAK1 50 to 115 m,During,6/11/2000
6.714872987,164,13-Jun,GAK1 50 to 115 m,During,6/12/2000
6.733056616,165,14-Jun,GAK1 50 to 115 m,During,6/13/2000
6.751003907,166,15-Jun,GAK1 50 to 115 m,During,6/14/2000
6.76826237,167,16-Jun,GAK1 50 to 115 m,During,6/15/2000
6.779950001,168,17-Jun,GAK1 50 to 115 m,During,6/16/2000
6.788393178,169,18-Jun,GAK1 50 to 115 m,During,6/17/2000
6.801237095,170,19-Jun,GAK1 50 to 115 m,During,6/18/2000
6.816984801,171,20-Jun,GAK1 50 to 115 m,During,6/19/2000
6.830063932,172,21-Jun,GAK1 50 to 115 m,During,6/20/2000
6.844517412,173,22-Jun,GAK1 50 to 115 m,During,6/21/2000
6.858743705,174,23-Jun,GAK1 50 to 115 m,During,6/22/2000
6.872550471,175,24-Jun,GAK1 50 to 115 m,During,6/23/2000
6.881995093,176,25-Jun,GAK1 50 to 115 m,During,6/24/2000
6.888843267,177,26-Jun,GAK1 50 to 115 m,During,6/25/2000
6.892909555,178,27-Jun,GAK1 50 to 115 m,During,6/26/2000
6.899156764,179,28-Jun,GAK1 50 to 115 m,During,6/27/2000
6.911345011,180,29-Jun,GAK1 50 to 115 m,During,6/28/2000
6.922913607,181,30-Jun,GAK1 50 to 115 m,During,6/29/2000
6.930734552,182,1-Jul,GAK1 50 to 115 m,During,6/30/2000
6.936179917,183,2-Jul,GAK1 50 to 115 m,During,7/1/2000
6.93926392,184,3-Jul,GAK1 50 to 115 m,During,7/2/2000
6.940741956,185,4-Jul,GAK1 50 to 115 m,During,7/3/2000
6.948215463,186,5-Jul,GAK1 50 to 115 m,During,7/4/2000
6.961029449,187,6-Jul,GAK1 50 to 115 m,During,7/5/2000
6.974548515,188,7-Jul,GAK1 50 to 115 m,During,7/6/2000
6.985033956,189,8-Jul,GAK1 50 to 115 m,During,7/7/2000
6.991381008,190,9-Jul,GAK1 50 to 115 m,During,7/8/2000
7.002264543,191,10-Jul,GAK1 50 to 115 m,During,7/9/2000
7.00943345,192,11-Jul,GAK1 50 to 115 m,During,7/10/2000
7.015441735,193,12-Jul,GAK1 50 to 115 m,During,7/11/2000
7.01846393,194,13-Jul,GAK1 50 to 115 m,During,7/12/2000
7.026441557,195,14-Jul,GAK1 50 to 115 m,During,7/13/2000
7.029518972,196,15-Jul,GAK1 50 to 115 m,During,7/14/2000
7.036482478,197,16-Jul,GAK1 50 to 115 m,During,7/15/2000
7.054566917,198,17-Jul,GAK1 50 to 115 m,During,7/16/2000
7.079206299,199,18-Jul,GAK1 50 to 115 m,During,7/17/2000
7.099956997,200,19-Jul,GAK1 50 to 115 m,During,7/18/2000
7.110057359,201,20-Jul,GAK1 50 to 115 m,During,7/19/2000
7.119608199,202,21-Jul,GAK1 50 to 115 m,During,7/20/2000
7.12625498,203,22-Jul,GAK1 50 to 115 m,During,7/21/2000
7.134101412,204,23-Jul,GAK1 50 to 115 m,During,7/22/2000
7.144074134,205,24-Jul,GAK1 50 to 115 m,During,7/23/2000
7.154517789,206,25-Jul,GAK1 50 to 115 m,During,7/24/2000
7.166947595,207,26-Jul,GAK1 50 to 115 m,During,7/25/2000
7.176659516,208,27-Jul,GAK1 50 to 115 m,During,7/26/2000
7.188369139,209,28-Jul,GAK1 50 to 115 m,During,7/27/2000
7.19610348,210,29-Jul,GAK1 50 to 115 m,During,7/28/2000
7.209388518,211,30-Jul,GAK1 50 to 115 m,During,7/29/2000
7.237089216,212,31-Jul,GAK1 50 to 115 m,During,7/30/2000
7.257605826,213,1-Aug,GAK1 50 to 115 m,During,7/31/2000
7.274082119,214,2-Aug,GAK1 50 to 115 m,During,8/1/2000
7.292255147,215,3-Aug,GAK1 50 to 115 m,During,8/2/2000
7.309282534,216,4-Aug,GAK1 50 to 115 m,During,8/3/2000
7.325323414,217,5-Aug,GAK1 50 to 115 m,During,8/4/2000
7.342073059,218,6-Aug,GAK1 50 to 115 m,During,8/5/2000
7.352065097,219,7-Aug,GAK1 50 to 115 m,During,8/6/2000
7.349438313,220,8-Aug,GAK1 50 to 115 m,During,8/7/2000
7.345826748,221,9-Aug,GAK1 50 to 115 m,During,8/8/2000
7.349336234,222,10-Aug,GAK1 50 to 115 m,During,8/9/2000
7.367080665,223,11-Aug,GAK1 50 to 115 m,During,8/10/2000
7.384291129,224,12-Aug,GAK1 50 to 115 m,During,8/11/2000
7.400913466,225,13-Aug,GAK1 50 to 115 m,During,8/12/2000
7.413541721,226,14-Aug,GAK1 50 to 115 m,During,8/13/2000
7.429422166,227,15-Aug,GAK1 50 to 115 m,During,8/14/2000
7.445537992,228,16-Aug,GAK1 50 to 115 m,During,8/15/2000
7.459700102,229,17-Aug,GAK1 50 to 115 m,During,8/16/2000
7.480487507,230,18-Aug,GAK1 50 to 115 m,During,8/17/2000
7.501987093,231,19-Aug,GAK1 50 to 115 m,During,8/18/2000
7.515837578,232,20-Aug,GAK1 50 to 115 m,During,8/19/2000
7.524413632,233,21-Aug,GAK1 50 to 115 m,During,8/20/2000
7.521131139,234,22-Aug,GAK1 50 to 115 m,During,8/21/2000
7.523119138,235,23-Aug,GAK1 50 to 115 m,During,8/22/2000
7.542051101,236,24-Aug,GAK1 50 to 115 m,During,8/23/2000
7.559548706,237,25-Aug,GAK1 50 to 115 m,During,8/24/2000
7.584558369,238,26-Aug,GAK1 50 to 115 m,During,8/25/2000
7.612454812,239,27-Aug,GAK1 50 to 115 m,During,8/26/2000
7.640665512,240,28-Aug,GAK1 50 to 115 m,During,8/27/2000
7.677552882,241,29-Aug,GAK1 50 to 115 m,During,8/28/2000
7.71735171,242,30-Aug,GAK1 50 to 115 m,During,8/29/2000
7.765967596,243,31-Aug,GAK1 50 to 115 m,During,8/30/2000
7.795789028,244,1-Sep,GAK1 50 to 115 m,During,8/31/2000
7.823024846,245,2-Sep,GAK1 50 to 115 m,During,9/1/2000
7.850967792,246,3-Sep,GAK1 50 to 115 m,During,9/2/2000
7.874275024,247,4-Sep,GAK1 50 to 115 m,During,9/3/2000
7.898614039,248,5-Sep,GAK1 50 to 115 m,During,9/4/2000
7.921429676,249,6-Sep,GAK1 50 to 115 m,During,9/5/2000
7.953270703,250,7-Sep,GAK1 50 to 115 m,During,9/6/2000
7.982200095,251,8-Sep,GAK1 50 to 115 m,During,9/7/2000
8.002271887,252,9-Sep,GAK1 50 to 115 m,During,9/8/2000
8.018610015,253,10-Sep,GAK1 50 to 115 m,During,9/9/2000
8.045677912,254,11-Sep,GAK1 50 to 115 m,During,9/10/2000
8.0755532,255,12-Sep,GAK1 50 to 115 m,During,9/11/2000
8.103708843,256,13-Sep,GAK1 50 to 115 m,During,9/12/2000
8.12445837,257,14-Sep,GAK1 50 to 115 m,During,9/13/2000
8.132065673,258,15-Sep,GAK1 50 to 115 m,During,9/14/2000
8.142031583,259,16-Sep,GAK1 50 to 115 m,During,9/15/2000
8.147116218,260,17-Sep,GAK1 50 to 115 m,During,9/16/2000
8.152083311,261,18-Sep,GAK1 50 to 115 m,During,9/17/2000
8.170530754,262,19-Sep,GAK1 50 to 115 m,During,9/18/2000
8.179440969,263,20-Sep,GAK1 50 to 115 m,During,9/19/2000
8.183703339,264,21-Sep,GAK1 50 to 115 m,During,9/20/2000
8.187003588,265,22-Sep,GAK1 50 to 115 m,During,9/21/2000
8.219003825,266,23-Sep,GAK1 50 to 115 m,During,9/22/2000
8.243739975,267,24-Sep,GAK1 50 to 115 m,During,9/23/2000
8.26258408,268,25-Sep,GAK1 50 to 115 m,During,9/24/2000
8.285627286,269,26-Sep,GAK1 50 to 115 m,During,9/25/2000
8.313872137,270,27-Sep,GAK1 50 to 115 m,During,9/26/2000
8.340041111,271,28-Sep,GAK1 50 to 115 m,During,9/27/2000
8.362638886,272,29-Sep,GAK1 50 to 115 m,During,9/28/2000
8.389590887,273,30-Sep,GAK1 50 to 115 m,During,9/29/2000
8.412110181,274,1-Oct,GAK1 50 to 115 m,During,9/30/2000
8.429777321,275,2-Oct,GAK1 50 to 115 m,During,10/1/2000
8.462008204,276,3-Oct,GAK1 50 to 115 m,During,10/2/2000
8.492445889,277,4-Oct,GAK1 50 to 115 m,During,10/3/2000
8.517503492,278,5-Oct,GAK1 50 to 115 m,During,10/4/2000
8.547490116,279,6-Oct,GAK1 50 to 115 m,During,10/5/2000
8.579401338,280,7-Oct,GAK1 50 to 115 m,During,10/6/2000
8.608016572,281,8-Oct,GAK1 50 to 115 m,During,10/7/2000
8.644862867,282,9-Oct,GAK1 50 to 115 m,During,10/8/2000
8.691537583,283,10-Oct,GAK1 50 to 115 m,During,10/9/2000
8.724320964,284,11-Oct,GAK1 50 to 115 m,During,10/10/2000
8.761229285,285,12-Oct,GAK1 50 to 115 m,During,10/11/2000
8.810855942,286,13-Oct,GAK1 50 to 115 m,During,10/12/2000
8.855941465,287,14-Oct,GAK1 50 to 115 m,During,10/13/2000
8.881075462,288,15-Oct,GAK1 50 to 115 m,During,10/14/2000
8.898114287,289,16-Oct,GAK1 50 to 115 m,During,10/15/2000
8.912551432,290,17-Oct,GAK1 50 to 115 m,During,10/16/2000
8.935174116,291,18-Oct,GAK1 50 to 115 m,During,10/17/2000
8.956827579,292,19-Oct,GAK1 50 to 115 m,During,10/18/2000
8.973286985,293,20-Oct,GAK1 50 to 115 m,During,10/19/2000
8.987213595,294,21-Oct,GAK1 50 to 115 m,During,10/20/2000
9.002762246,295,22-Oct,GAK1 50 to 115 m,During,10/21/2000
9.024256623,296,23-Oct,GAK1 50 to 115 m,During,10/22/2000
9.04916092,297,24-Oct,GAK1 50 to 115 m,During,10/23/2000
9.06597413,298,25-Oct,GAK1 50 to 115 m,During,10/24/2000
9.07824881,299,26-Oct,GAK1 50 to 115 m,During,10/25/2000
9.095900858,300,27-Oct,GAK1 50 to 115 m,During,10/26/2000
9.113182227,301,28-Oct,GAK1 50 to 115 m,During,10/27/2000
9.139556516,302,29-Oct,GAK1 50 to 115 m,During,10/28/2000
9.162784736,303,30-Oct,GAK1 50 to 115 m,During,10/29/2000
9.172058884,304,31-Oct,GAK1 50 to 115 m,During,10/30/2000
9.166270709,305,1-Nov,GAK1 50 to 115 m,During,10/31/2000
9.165837293,306,2-Nov,GAK1 50 to 115 m,During,11/1/2000
9.168144644,307,3-Nov,GAK1 50 to 115 m,During,11/2/2000
9.158827468,308,4-Nov,GAK1 50 to 115 m,During,11/3/2000
9.139328533,309,5-Nov,GAK1 50 to 115 m,During,11/4/2000
9.125711228,310,6-Nov,GAK1 50 to 115 m,During,11/5/2000
9.13023579,311,7-Nov,GAK1 50 to 115 m,During,11/6/2000
9.140210695,312,8-Nov,GAK1 50 to 115 m,During,11/7/2000
9.14721378,313,9-Nov,GAK1 50 to 115 m,During,11/8/2000
9.151552387,314,10-Nov,GAK1 50 to 115 m,During,11/9/2000
9.15822455,315,11-Nov,GAK1 50 to 115 m,During,11/10/2000
9.16359955,316,12-Nov,GAK1 50 to 115 m,During,11/11/2000
9.165104226,317,13-Nov,GAK1 50 to 115 m,During,11/12/2000
9.165465909,318,14-Nov,GAK1 50 to 115 m,During,11/13/2000
9.165905125,319,15-Nov,GAK1 50 to 115 m,During,11/14/2000
9.159728563,320,16-Nov,GAK1 50 to 115 m,During,11/15/2000
9.157344321,321,17-Nov,GAK1 50 to 115 m,During,11/16/2000
9.158839792,322,18-Nov,GAK1 50 to 115 m,During,11/17/2000
9.157601788,323,19-Nov,GAK1 50 to 115 m,During,11/18/2000
9.143091785,324,20-Nov,GAK1 50 to 115 m,During,11/19/2000
9.13567648,325,21-Nov,GAK1 50 to 115 m,During,11/20/2000
9.127984778,326,22-Nov,GAK1 50 to 115 m,During,11/21/2000
9.116786269,327,23-Nov,GAK1 50 to 115 m,During,11/22/2000
9.098930919,328,24-Nov,GAK1 50 to 115 m,During,11/23/2000
9.068604214,329,25-Nov,GAK1 50 to 115 m,During,11/24/2000
9.037902628,330,26-Nov,GAK1 50 to 115 m,During,11/25/2000
9.012564264,331,27-Nov,GAK1 50 to 115 m,During,11/26/2000
8.984167247,332,28-Nov,GAK1 50 to 115 m,During,11/27/2000
8.946585512,333,29-Nov,GAK1 50 to 115 m,During,11/28/2000
8.907155351,334,30-Nov,GAK1 50 to 115 m,During,11/29/2000
7.969995265,1,1-Jan,GAK1 120 to 185 m,During,1/1/2000
7.945495798,2,2-Jan,GAK1 120 to 185 m,During,1/2/2000
7.924684126,3,3-Jan,GAK1 120 to 185 m,During,1/3/2000
7.905047644,4,4-Jan,GAK1 120 to 185 m,During,1/4/2000
7.888393584,5,5-Jan,GAK1 120 to 185 m,During,1/5/2000
7.878157789,6,6-Jan,GAK1 120 to 185 m,During,1/6/2000
7.854441998,7,7-Jan,GAK1 120 to 185 m,During,1/7/2000
7.833057824,8,8-Jan,GAK1 120 to 185 m,During,1/8/2000
7.8118125,9,9-Jan,GAK1 120 to 185 m,During,1/9/2000
7.793426373,10,10-Jan,GAK1 120 to 185 m,During,1/10/2000
7.780688151,11,11-Jan,GAK1 120 to 185 m,During,1/11/2000
7.763806877,12,12-Jan,GAK1 120 to 185 m,During,1/12/2000
7.748739287,13,13-Jan,GAK1 120 to 185 m,During,1/13/2000
7.735115708,14,14-Jan,GAK1 120 to 185 m,During,1/14/2000
7.727816821,15,15-Jan,GAK1 120 to 185 m,During,1/15/2000
7.723640566,16,16-Jan,GAK1 120 to 185 m,During,1/16/2000
7.719350083,17,17-Jan,GAK1 120 to 185 m,During,1/17/2000
7.697776101,18,18-Jan,GAK1 120 to 185 m,During,1/18/2000
7.677132813,19,19-Jan,GAK1 120 to 185 m,During,1/19/2000
7.657726207,20,20-Jan,GAK1 120 to 185 m,During,1/20/2000
7.635265743,21,21-Jan,GAK1 120 to 185 m,During,1/21/2000
7.611887607,22,22-Jan,GAK1 120 to 185 m,During,1/22/2000
7.587439039,23,23-Jan,GAK1 120 to 185 m,During,1/23/2000
7.561391513,24,24-Jan,GAK1 120 to 185 m,During,1/24/2000
