avg.22.temp,doy,month.day,depth,HW,dummy_date
7.898841343,347,13-Dec,GAK1 50 to 115 m,Before,12/12/2000
7.838544034,348,14-Dec,GAK1 50 to 115 m,Before,12/13/2000
7.781508483,349,15-Dec,GAK1 50 to 115 m,Before,12/14/2000
7.722340357,350,16-Dec,GAK1 50 to 115 m,Before,12/15/2000
7.653342527,351,17-Dec,GAK1 50 to 115 m,Before,12/16/2000
7.579386364,352,18-Dec,GAK1 50 to 115 m,Before,12/17/2000
7.516464331,353,19-Dec,GAK1 50 to 115 m,Before,12/18/2000
7.453224156,354,20-Dec,GAK1 50 to 115 m,Before,12/19/2000
7.383112887,355,21-Dec,GAK1 50 to 115 m,Before,12/20/2000
7.314568576,356,22-Dec,GAK1 50 to 115 m,Before,12/21/2000
7.248693497,357,23-Dec,GAK1 50 to 115 m,Before,12/22/2000
7.186576073,358,24-Dec,GAK1 50 to 115 m,Before,12/23/2000
7.124898793,359,25-Dec,GAK1 50 to 115 m,Before,12/24/2000
7.059311908,360,26-Dec,GAK1 50 to 115 m,Before,12/25/2000
6.994790483,361,27-Dec,GAK1 50 to 115 m,Before,12/26/2000
6.929094342,362,28-Dec,GAK1 50 to 115 m,Before,12/27/2000
6.866522017,363,29-Dec,GAK1 50 to 115 m,Before,12/28/2000
6.800297783,364,30-Dec,GAK1 50 to 115 m,Before,12/29/2000
6.733357599,365,31-Dec,GAK1 50 to 115 m,Before,12/30/2000
4.788355824,32,1-Feb,GAK1 50 to 115 m,Before,2/1/2000
4.767451349,33,2-Feb,GAK1 50 to 115 m,Before,2/2/2000
4.750651673,34,3-Feb,GAK1 50 to 115 m,Before,2/3/2000
4.73214899,35,4-Feb,GAK1 50 to 115 m,Before,2/4/2000
4.710976681,36,5-Feb,GAK1 50 to 115 m,Before,2/5/2000
4.690990885,37,6-Feb,GAK1 50 to 115 m,Before,2/6/2000
4.674550742,38,7-Feb,GAK1 50 to 115 m,Before,2/7/2000
4.662580492,39,8-Feb,GAK1 50 to 115 m,Before,2/8/2000
4.645100182,40,9-Feb,GAK1 50 to 115 m,Before,2/9/2000
4.629646544,41,10-Feb,GAK1 50 to 115 m,Before,2/10/2000
4.61210026,42,11-Feb,GAK1 50 to 115 m,Before,2/11/2000
4.589482008,43,12-Feb,GAK1 50 to 115 m,Before,2/12/2000
4.57136871,44,13-Feb,GAK1 50 to 115 m,Before,2/13/2000
4.55356116,45,14-Feb,GAK1 50 to 115 m,Before,2/14/2000
4.5327406,46,15-Feb,GAK1 50 to 115 m,Before,2/15/2000
4.513232077,47,16-Feb,GAK1 50 to 115 m,Before,2/16/2000
4.492537881,48,17-Feb,GAK1 50 to 115 m,Before,2/17/2000
4.481127551,49,18-Feb,GAK1 50 to 115 m,Before,2/18/2000
4.464883109,50,19-Feb,GAK1 50 to 115 m,Before,2/19/2000
4.455374197,51,20-Feb,GAK1 50 to 115 m,Before,2/20/2000
4.446500832,52,21-Feb,GAK1 50 to 115 m,Before,2/21/2000
4.433103962,53,22-Feb,GAK1 50 to 115 m,Before,2/22/2000
4.420203555,54,23-Feb,GAK1 50 to 115 m,Before,2/23/2000
4.406212979,55,24-Feb,GAK1 50 to 115 m,Before,2/24/2000
4.387202469,56,25-Feb,GAK1 50 to 115 m,Before,2/25/2000
4.364396062,57,26-Feb,GAK1 50 to 115 m,Before,2/26/2000
4.34625213,58,27-Feb,GAK1 50 to 115 m,Before,2/27/2000
4.33139417,59,28-Feb,GAK1 50 to 115 m,Before,2/28/2000
4.316229884,60,1-Mar,GAK1 50 to 115 m,Before,2/29/2000
4.299472951,61,2-Mar,GAK1 50 to 115 m,Before,3/1/2000
4.28232123,62,3-Mar,GAK1 50 to 115 m,Before,3/2/2000
4.264841087,63,4-Mar,GAK1 50 to 115 m,Before,3/3/2000
4.253045701,64,5-Mar,GAK1 50 to 115 m,Before,3/4/2000
4.24530585,65,6-Mar,GAK1 50 to 115 m,Before,3/5/2000
4.238257371,66,7-Mar,GAK1 50 to 115 m,Before,3/6/2000
4.234231104,67,8-Mar,GAK1 50 to 115 m,Before,3/7/2000
4.231536376,68,9-Mar,GAK1 50 to 115 m,Before,3/8/2000
4.222967681,69,10-Mar,GAK1 50 to 115 m,Before,3/9/2000
4.2066181,70,11-Mar,GAK1 50 to 115 m,Before,3/10/2000
4.1869885,71,12-Mar,GAK1 50 to 115 m,Before,3/11/2000
4.167950099,72,13-Mar,GAK1 50 to 115 m,Before,3/12/2000
4.148266696,73,14-Mar,GAK1 50 to 115 m,Before,3/13/2000
4.130053922,74,15-Mar,GAK1 50 to 115 m,Before,3/14/2000
4.117146214,75,16-Mar,GAK1 50 to 115 m,Before,3/15/2000
4.101416361,76,17-Mar,GAK1 50 to 115 m,Before,3/16/2000
4.086085383,77,18-Mar,GAK1 50 to 115 m,Before,3/17/2000
4.069197315,78,19-Mar,GAK1 50 to 115 m,Before,3/18/2000
4.052064184,79,20-Mar,GAK1 50 to 115 m,Before,3/19/2000
4.036888199,80,21-Mar,GAK1 50 to 115 m,Before,3/20/2000
4.019985115,81,22-Mar,GAK1 50 to 115 m,Before,3/21/2000
4.003562674,82,23-Mar,GAK1 50 to 115 m,Before,3/22/2000
3.988022293,83,24-Mar,GAK1 50 to 115 m,Before,3/23/2000
3.980030619,84,25-Mar,GAK1 50 to 115 m,Before,3/24/2000
3.970187408,85,26-Mar,GAK1 50 to 115 m,Before,3/25/2000
3.958108114,86,27-Mar,GAK1 50 to 115 m,Before,3/26/2000
3.944510893,87,28-Mar,GAK1 50 to 115 m,Before,3/27/2000
3.931015488,88,29-Mar,GAK1 50 to 115 m,Before,3/28/2000
3.915859152,89,30-Mar,GAK1 50 to 115 m,Before,3/29/2000
3.899047607,90,31-Mar,GAK1 50 to 115 m,Before,3/30/2000
3.888222357,91,1-Apr,GAK1 50 to 115 m,Before,3/31/2000
3.884669663,92,2-Apr,GAK1 50 to 115 m,Before,4/1/2000
3.886604379,93,3-Apr,GAK1 50 to 115 m,Before,4/2/2000
3.887372216,94,4-Apr,GAK1 50 to 115 m,Before,4/3/2000
3.889710678,95,5-Apr,GAK1 50 to 115 m,Before,4/4/2000
3.889676561,96,6-Apr,GAK1 50 to 115 m,Before,4/5/2000
3.889306798,97,7-Apr,GAK1 50 to 115 m,Before,4/6/2000
3.89206497,98,8-Apr,GAK1 50 to 115 m,Before,4/7/2000
3.896407714,99,9-Apr,GAK1 50 to 115 m,Before,4/8/2000
3.901318654,100,10-Apr,GAK1 50 to 115 m,Before,4/9/2000
3.907528773,101,11-Apr,GAK1 50 to 115 m,Before,4/10/2000
3.911747646,102,12-Apr,GAK1 50 to 115 m,Before,4/11/2000
3.914861401,103,13-Apr,GAK1 50 to 115 m,Before,4/12/2000
3.918626174,104,14-Apr,GAK1 50 to 115 m,Before,4/13/2000
3.923624666,105,15-Apr,GAK1 50 to 115 m,Before,4/14/2000
3.928605377,106,16-Apr,GAK1 50 to 115 m,Before,4/15/2000
3.937505206,107,17-Apr,GAK1 50 to 115 m,Before,4/16/2000
3.952670269,108,18-Apr,GAK1 50 to 115 m,Before,4/17/2000
3.969716492,109,19-Apr,GAK1 50 to 115 m,Before,4/18/2000
3.988397861,110,20-Apr,GAK1 50 to 115 m,Before,4/19/2000
4.009100766,111,21-Apr,GAK1 50 to 115 m,Before,4/20/2000
4.027436662,112,22-Apr,GAK1 50 to 115 m,Before,4/21/2000
4.047848415,113,23-Apr,GAK1 50 to 115 m,Before,4/22/2000
4.069016296,114,24-Apr,GAK1 50 to 115 m,Before,4/23/2000
4.087309445,115,25-Apr,GAK1 50 to 115 m,Before,4/24/2000
4.106288268,116,26-Apr,GAK1 50 to 115 m,Before,4/25/2000
4.124738159,117,27-Apr,GAK1 50 to 115 m,Before,4/26/2000
4.148239531,118,28-Apr,GAK1 50 to 115 m,Before,4/27/2000
4.168234776,119,29-Apr,GAK1 50 to 115 m,Before,4/28/2000
4.188645335,120,30-Apr,GAK1 50 to 115 m,Before,4/29/2000
4.210085398,121,1-May,GAK1 50 to 115 m,Before,4/30/2000
4.231980194,122,2-May,GAK1 50 to 115 m,Before,5/1/2000
4.252797879,123,3-May,GAK1 50 to 115 m,Before,5/2/2000
4.274843761,124,4-May,GAK1 50 to 115 m,Before,5/3/2000
4.299309705,125,5-May,GAK1 50 to 115 m,Before,5/4/2000
4.322890577,126,6-May,GAK1 50 to 115 m,Before,5/5/2000
4.349494481,127,7-May,GAK1 50 to 115 m,Before,5/6/2000
4.373227478,128,8-May,GAK1 50 to 115 m,Before,5/7/2000
4.396399227,129,9-May,GAK1 50 to 115 m,Before,5/8/2000
4.422036638,130,10-May,GAK1 50 to 115 m,Before,5/9/2000
4.451311112,131,11-May,GAK1 50 to 115 m,Before,5/10/2000
4.477606408,132,12-May,GAK1 50 to 115 m,Before,5/11/2000
4.50043911,133,13-May,GAK1 50 to 115 m,Before,5/12/2000
4.525651403,134,14-May,GAK1 50 to 115 m,Before,5/13/2000
4.550877636,135,15-May,GAK1 50 to 115 m,Before,5/14/2000
4.573298256,136,16-May,GAK1 50 to 115 m,Before,5/15/2000
4.593357402,137,17-May,GAK1 50 to 115 m,Before,5/16/2000
4.615383207,138,18-May,GAK1 50 to 115 m,Before,5/17/2000
4.642674834,139,19-May,GAK1 50 to 115 m,Before,5/18/2000
4.66903346,140,20-May,GAK1 50 to 115 m,Before,5/19/2000
4.702478654,141,21-May,GAK1 50 to 115 m,Before,5/20/2000
4.73036119,142,22-May,GAK1 50 to 115 m,Before,5/21/2000
4.753850142,143,23-May,GAK1 50 to 115 m,Before,5/22/2000
4.776768545,144,24-May,GAK1 50 to 115 m,Before,5/23/2000
4.802309265,145,25-May,GAK1 50 to 115 m,Before,5/24/2000
4.828459241,146,26-May,GAK1 50 to 115 m,Before,5/25/2000
4.852899976,147,27-May,GAK1 50 to 115 m,Before,5/26/2000
4.879989268,148,28-May,GAK1 50 to 115 m,Before,5/27/2000
4.902911024,149,29-May,GAK1 50 to 115 m,Before,5/28/2000
4.925247277,150,30-May,GAK1 50 to 115 m,Before,5/29/2000
4.949242582,151,31-May,GAK1 50 to 115 m,Before,5/30/2000
4.980677044,152,1-Jun,GAK1 50 to 115 m,Before,5/31/2000
5.008938447,153,2-Jun,GAK1 50 to 115 m,Before,6/1/2000
5.040963068,154,3-Jun,GAK1 50 to 115 m,Before,6/2/2000
5.076545967,155,4-Jun,GAK1 50 to 115 m,Before,6/3/2000
5.108113242,156,5-Jun,GAK1 50 to 115 m,Before,6/4/2000
5.139628551,157,6-Jun,GAK1 50 to 115 m,Before,6/5/2000
5.170400292,158,7-Jun,GAK1 50 to 115 m,Before,6/6/2000
5.203213699,159,8-Jun,GAK1 50 to 115 m,Before,6/7/2000
5.228959635,160,9-Jun,GAK1 50 to 115 m,Before,6/8/2000
5.258355666,161,10-Jun,GAK1 50 to 115 m,Before,6/9/2000
5.287212437,162,11-Jun,GAK1 50 to 115 m,Before,6/10/2000
5.314072128,163,12-Jun,GAK1 50 to 115 m,Before,6/11/2000
5.345547348,164,13-Jun,GAK1 50 to 115 m,Before,6/12/2000
5.373053425,165,14-Jun,GAK1 50 to 115 m,Before,6/13/2000
5.402423256,166,15-Jun,GAK1 50 to 115 m,Before,6/14/2000
5.42778705,167,16-Jun,GAK1 50 to 115 m,Before,6/15/2000
5.453333925,168,17-Jun,GAK1 50 to 115 m,Before,6/16/2000
5.486209044,169,18-Jun,GAK1 50 to 115 m,Before,6/17/2000
5.522686237,170,19-Jun,GAK1 50 to 115 m,Before,6/18/2000
5.56139824,171,20-Jun,GAK1 50 to 115 m,Before,6/19/2000
5.598297822,172,21-Jun,GAK1 50 to 115 m,Before,6/20/2000
5.628535827,173,22-Jun,GAK1 50 to 115 m,Before,6/21/2000
5.646681108,174,23-Jun,GAK1 50 to 115 m,Before,6/22/2000
5.661619871,175,24-Jun,GAK1 50 to 115 m,Before,6/23/2000
5.675324061,176,25-Jun,GAK1 50 to 115 m,Before,6/24/2000
5.688129138,177,26-Jun,GAK1 50 to 115 m,Before,6/25/2000
5.704907823,178,27-Jun,GAK1 50 to 115 m,Before,6/26/2000
5.722016962,179,28-Jun,GAK1 50 to 115 m,Before,6/27/2000
5.741189428,180,29-Jun,GAK1 50 to 115 m,Before,6/28/2000
5.756517869,181,30-Jun,GAK1 50 to 115 m,Before,6/29/2000
5.783130322,182,1-Jul,GAK1 50 to 115 m,Before,6/30/2000
5.805467601,183,2-Jul,GAK1 50 to 115 m,Before,7/1/2000
5.827476992,184,3-Jul,GAK1 50 to 115 m,Before,7/2/2000
5.85111734,185,4-Jul,GAK1 50 to 115 m,Before,7/3/2000
5.871797107,186,5-Jul,GAK1 50 to 115 m,Before,7/4/2000
5.899714484,187,6-Jul,GAK1 50 to 115 m,Before,7/5/2000
5.929005203,188,7-Jul,GAK1 50 to 115 m,Before,7/6/2000
5.963830566,189,8-Jul,GAK1 50 to 115 m,Before,7/7/2000
6.001022604,190,9-Jul,GAK1 50 to 115 m,Before,7/8/2000
6.029289373,191,10-Jul,GAK1 50 to 115 m,Before,7/9/2000
6.052482594,192,11-Jul,GAK1 50 to 115 m,Before,7/10/2000
6.067479556,193,12-Jul,GAK1 50 to 115 m,Before,7/11/2000
6.090094574,194,13-Jul,GAK1 50 to 115 m,Before,7/12/2000
6.127663939,195,14-Jul,GAK1 50 to 115 m,Before,7/13/2000
6.158657784,196,15-Jul,GAK1 50 to 115 m,Before,7/14/2000
6.190540438,197,16-Jul,GAK1 50 to 115 m,Before,7/15/2000
6.223204501,198,17-Jul,GAK1 50 to 115 m,Before,7/16/2000
6.251127367,199,18-Jul,GAK1 50 to 115 m,Before,7/17/2000
6.282639362,200,19-Jul,GAK1 50 to 115 m,Before,7/18/2000
6.310655855,201,20-Jul,GAK1 50 to 115 m,Before,7/19/2000
6.340488005,202,21-Jul,GAK1 50 to 115 m,Before,7/20/2000
6.372659328,203,22-Jul,GAK1 50 to 115 m,Before,7/21/2000
6.407463108,204,23-Jul,GAK1 50 to 115 m,Before,7/22/2000
6.440063842,205,24-Jul,GAK1 50 to 115 m,Before,7/23/2000
6.466318537,206,25-Jul,GAK1 50 to 115 m,Before,7/24/2000
6.483087831,207,26-Jul,GAK1 50 to 115 m,Before,7/25/2000
6.501463187,208,27-Jul,GAK1 50 to 115 m,Before,7/26/2000
6.527301728,209,28-Jul,GAK1 50 to 115 m,Before,7/27/2000
6.546694681,210,29-Jul,GAK1 50 to 115 m,Before,7/28/2000
6.570314039,211,30-Jul,GAK1 50 to 115 m,Before,7/29/2000
6.585272254,212,31-Jul,GAK1 50 to 115 m,Before,7/30/2000
6.599982047,213,1-Aug,GAK1 50 to 115 m,Before,7/31/2000
6.609584557,214,2-Aug,GAK1 50 to 115 m,Before,8/1/2000
6.619960227,215,3-Aug,GAK1 50 to 115 m,Before,8/2/2000
6.619942156,216,4-Aug,GAK1 50 to 115 m,Before,8/3/2000
6.613726168,217,5-Aug,GAK1 50 to 115 m,Before,8/4/2000
6.616890349,218,6-Aug,GAK1 50 to 115 m,Before,8/5/2000
6.626595052,219,7-Aug,GAK1 50 to 115 m,Before,8/6/2000
6.626265467,220,8-Aug,GAK1 50 to 115 m,Before,8/7/2000
6.634206518,221,9-Aug,GAK1 50 to 115 m,Before,8/8/2000
6.643558633,222,10-Aug,GAK1 50 to 115 m,Before,8/9/2000
6.66346587,223,11-Aug,GAK1 50 to 115 m,Before,8/10/2000
6.680365451,224,12-Aug,GAK1 50 to 115 m,Before,8/11/2000
6.701023714,225,13-Aug,GAK1 50 to 115 m,Before,8/12/2000
6.717724037,226,14-Aug,GAK1 50 to 115 m,Before,8/13/2000
6.732000513,227,15-Aug,GAK1 50 to 115 m,Before,8/14/2000
6.74514315,228,16-Aug,GAK1 50 to 115 m,Before,8/15/2000
6.766148832,229,17-Aug,GAK1 50 to 115 m,Before,8/16/2000
6.797032236,230,18-Aug,GAK1 50 to 115 m,Before,8/17/2000
6.824286103,231,19-Aug,GAK1 50 to 115 m,Before,8/18/2000
6.846959635,232,20-Aug,GAK1 50 to 115 m,Before,8/19/2000
6.861902857,233,21-Aug,GAK1 50 to 115 m,Before,8/20/2000
6.873402541,234,22-Aug,GAK1 50 to 115 m,Before,8/21/2000
6.884128314,235,23-Aug,GAK1 50 to 115 m,Before,8/22/2000
6.895981376,236,24-Aug,GAK1 50 to 115 m,Before,8/23/2000
6.916885851,237,25-Aug,GAK1 50 to 115 m,Before,8/24/2000
6.950458097,238,26-Aug,GAK1 50 to 115 m,Before,8/25/2000
6.981451705,239,27-Aug,GAK1 50 to 115 m,Before,8/26/2000
7.009907828,240,28-Aug,GAK1 50 to 115 m,Before,8/27/2000
7.032595131,241,29-Aug,GAK1 50 to 115 m,Before,8/28/2000
7.069353772,242,30-Aug,GAK1 50 to 115 m,Before,8/29/2000
7.103646622,243,31-Aug,GAK1 50 to 115 m,Before,8/30/2000
7.131904396,244,1-Sep,GAK1 50 to 115 m,Before,8/31/2000
7.154790167,245,2-Sep,GAK1 50 to 115 m,Before,9/1/2000
7.17238518,246,3-Sep,GAK1 50 to 115 m,Before,9/2/2000
7.191246528,247,4-Sep,GAK1 50 to 115 m,Before,9/3/2000
7.205133681,248,5-Sep,GAK1 50 to 115 m,Before,9/4/2000
7.2149302,249,6-Sep,GAK1 50 to 115 m,Before,9/5/2000
7.228177083,250,7-Sep,GAK1 50 to 115 m,Before,9/6/2000
7.243504972,251,8-Sep,GAK1 50 to 115 m,Before,9/7/2000
7.249051413,252,9-Sep,GAK1 50 to 115 m,Before,9/8/2000
7.248474747,253,10-Sep,GAK1 50 to 115 m,Before,9/9/2000
7.262760377,254,11-Sep,GAK1 50 to 115 m,Before,9/10/2000
7.288489702,255,12-Sep,GAK1 50 to 115 m,Before,9/11/2000
7.330756076,256,13-Sep,GAK1 50 to 115 m,Before,9/12/2000
7.386022688,257,14-Sep,GAK1 50 to 115 m,Before,9/13/2000
7.433998816,258,15-Sep,GAK1 50 to 115 m,Before,9/14/2000
7.474643979,259,16-Sep,GAK1 50 to 115 m,Before,9/15/2000
7.504502328,260,17-Sep,GAK1 50 to 115 m,Before,9/16/2000
7.54814102,261,18-Sep,GAK1 50 to 115 m,Before,9/17/2000
7.597057489,262,19-Sep,GAK1 50 to 115 m,Before,9/18/2000
7.654330966,263,20-Sep,GAK1 50 to 115 m,Before,9/19/2000
7.69787863,264,21-Sep,GAK1 50 to 115 m,Before,9/20/2000
7.733692472,265,22-Sep,GAK1 50 to 115 m,Before,9/21/2000
7.78536557,266,23-Sep,GAK1 50 to 115 m,Before,9/22/2000
7.828280777,267,24-Sep,GAK1 50 to 115 m,Before,9/23/2000
7.883136561,268,25-Sep,GAK1 50 to 115 m,Before,9/24/2000
7.942064354,269,26-Sep,GAK1 50 to 115 m,Before,9/25/2000
8.004285472,270,27-Sep,GAK1 50 to 115 m,Before,9/26/2000
8.064379104,271,28-Sep,GAK1 50 to 115 m,Before,9/27/2000
8.137484296,272,29-Sep,GAK1 50 to 115 m,Before,9/28/2000
8.222542653,273,30-Sep,GAK1 50 to 115 m,Before,9/29/2000
8.289829388,274,1-Oct,GAK1 50 to 115 m,Before,9/30/2000
8.363267716,275,2-Oct,GAK1 50 to 115 m,Before,10/1/2000
8.433719105,276,3-Oct,GAK1 50 to 115 m,Before,10/2/2000
8.493025726,277,4-Oct,GAK1 50 to 115 m,Before,10/3/2000
8.543167219,278,5-Oct,GAK1 50 to 115 m,Before,10/4/2000
8.572319444,279,6-Oct,GAK1 50 to 115 m,Before,10/5/2000
8.614773714,280,7-Oct,GAK1 50 to 115 m,Before,10/6/2000
8.659598524,281,8-Oct,GAK1 50 to 115 m,Before,10/7/2000
8.710865254,282,9-Oct,GAK1 50 to 115 m,Before,10/8/2000
8.756035788,283,10-Oct,GAK1 50 to 115 m,Before,10/9/2000
8.783662405,284,11-Oct,GAK1 50 to 115 m,Before,10/10/2000
8.81020782,285,12-Oct,GAK1 50 to 115 m,Before,10/11/2000
8.846234533,286,13-Oct,GAK1 50 to 115 m,Before,10/12/2000
8.891488518,287,14-Oct,GAK1 50 to 115 m,Before,10/13/2000
8.911993332,288,15-Oct,GAK1 50 to 115 m,Before,10/14/2000
8.936805358,289,16-Oct,GAK1 50 to 115 m,Before,10/15/2000
8.959302794,290,17-Oct,GAK1 50 to 115 m,Before,10/16/2000
8.983153725,291,18-Oct,GAK1 50 to 115 m,Before,10/17/2000
9.009301886,292,19-Oct,GAK1 50 to 115 m,Before,10/18/2000
9.036387271,293,20-Oct,GAK1 50 to 115 m,Before,10/19/2000
9.04981108,294,21-Oct,GAK1 50 to 115 m,Before,10/20/2000
9.04600438,295,22-Oct,GAK1 50 to 115 m,Before,10/21/2000
9.06204143,296,23-Oct,GAK1 50 to 115 m,Before,10/22/2000
9.077784446,297,24-Oct,GAK1 50 to 115 m,Before,10/23/2000
9.089053109,298,25-Oct,GAK1 50 to 115 m,Before,10/24/2000
9.099665207,299,26-Oct,GAK1 50 to 115 m,Before,10/25/2000
9.116350537,300,27-Oct,GAK1 50 to 115 m,Before,10/26/2000
9.141150647,301,28-Oct,GAK1 50 to 115 m,Before,10/27/2000
9.160894097,302,29-Oct,GAK1 50 to 115 m,Before,10/28/2000
9.178183752,303,30-Oct,GAK1 50 to 115 m,Before,10/29/2000
9.193783499,304,31-Oct,GAK1 50 to 115 m,Before,10/30/2000
9.199623856,305,1-Nov,GAK1 50 to 115 m,Before,10/31/2000
9.216432568,306,2-Nov,GAK1 50 to 115 m,Before,11/1/2000
9.230987098,307,3-Nov,GAK1 50 to 115 m,Before,11/2/2000
9.243779238,308,4-Nov,GAK1 50 to 115 m,Before,11/3/2000
9.252099787,309,5-Nov,GAK1 50 to 115 m,Before,11/4/2000
9.268410196,310,6-Nov,GAK1 50 to 115 m,Before,11/5/2000
9.285592014,311,7-Nov,GAK1 50 to 115 m,Before,11/6/2000
9.295160866,312,8-Nov,GAK1 50 to 115 m,Before,11/7/2000
9.290464055,313,9-Nov,GAK1 50 to 115 m,Before,11/8/2000
9.284938131,314,10-Nov,GAK1 50 to 115 m,Before,11/9/2000
9.278554451,315,11-Nov,GAK1 50 to 115 m,Before,11/10/2000
9.270320549,316,12-Nov,GAK1 50 to 115 m,Before,11/11/2000
9.257536971,317,13-Nov,GAK1 50 to 115 m,Before,11/12/2000
9.241214094,318,14-Nov,GAK1 50 to 115 m,Before,11/13/2000
9.223233823,319,15-Nov,GAK1 50 to 115 m,Before,11/14/2000
9.205356258,320,16-Nov,GAK1 50 to 115 m,Before,11/15/2000
9.186267124,321,17-Nov,GAK1 50 to 115 m,Before,11/16/2000
9.156948114,322,18-Nov,GAK1 50 to 115 m,Before,11/17/2000
9.122377723,323,19-Nov,GAK1 50 to 115 m,Before,11/18/2000
9.091339449,324,20-Nov,GAK1 50 to 115 m,Before,11/19/2000
9.063203164,325,21-Nov,GAK1 50 to 115 m,Before,11/20/2000
9.033115491,326,22-Nov,GAK1 50 to 115 m,Before,11/21/2000
9.003041824,327,23-Nov,GAK1 50 to 115 m,Before,11/22/2000
8.962993213,328,24-Nov,GAK1 50 to 115 m,Before,11/23/2000
8.916580453,329,25-Nov,GAK1 50 to 115 m,Before,11/24/2000
8.871358389,330,26-Nov,GAK1 50 to 115 m,Before,11/25/2000
8.818409012,331,27-Nov,GAK1 50 to 115 m,Before,11/26/2000
8.76576014,332,28-Nov,GAK1 50 to 115 m,Before,11/27/2000
8.71481613,333,29-Nov,GAK1 50 to 115 m,Before,11/28/2000
8.665640783,334,30-Nov,GAK1 50 to 115 m,Before,11/29/2000
6.6160247,1,1-Jan,GAK1 120 to 185 m,Before,1/1/2000
6.59542148,2,2-Jan,GAK1 120 to 185 m,Before,1/2/2000
6.568961963,3,3-Jan,GAK1 120 to 185 m,Before,1/3/2000
6.541571575,4,4-Jan,GAK1 120 to 185 m,Before,1/4/2000
6.519388573,5,5-Jan,GAK1 120 to 185 m,Before,1/5/2000
6.500974432,6,6-Jan,GAK1 120 to 185 m,Before,1/6/2000
6.476441209,7,7-Jan,GAK1 120 to 185 m,Before,1/7/2000
6.452748106,8,8-Jan,GAK1 120 to 185 m,Before,1/8/2000
6.417538116,9,9-Jan,GAK1 120 to 185 m,Before,1/9/2000
6.381426136,10,10-Jan,GAK1 120 to 185 m,Before,1/10/2000
6.344733586,11,11-Jan,GAK1 120 to 185 m,Before,1/11/2000
6.30643166,12,12-Jan,GAK1 120 to 185 m,Before,1/12/2000
6.273078756,13,13-Jan,GAK1 120 to 185 m,Before,1/13/2000
